文章標題,文章網址,文章作者,留言,文章內容
[寶寶] 8M奶及副食品調整請益,https://www.ptt.cc/bbs/BabyMother/M.1639388726.A.3FC.html,mandy0215 (以詩歌和春光佐茶),補奶那麼多當然不吃副食品，先減補奶的量就會多吃了,"作者mandy0215 (以詩歌和春光佐茶)看板BabyMother標題[寶寶] 8M奶及副食品調整請益時間Mon Dec 13 17:45:24 2021
文長

寶寶目前剛滿8個月，體重9.3kg，副食品食慾說不上好或不好，但他似乎也沒有厭奶（配方
奶）的跡象，目前作息如下：

06:30 奶 210-240
小睡1h
10:30 副食品 120-130
11:00 補奶150-170
小睡1h
14:30 副食品 120-130（有時會剩一點點）
15:00 補奶150-170
沒有小睡或有小睡30分鐘
19:30 奶210-240
20:00 長睡

目前育嬰留停，即將在1月復職，
所以有一些想法跟調整想跟各位請益：

1.這月齡似乎該改成三奶兩副，
想說是否10點半的副食品加量至150，
然後把原先的補奶奶量遞減？
或是先試試看直接不補奶，真討奶再給？

2.之後會由保姆餵食一次副食（午餐），
所以想把第二次的副食改晚上再餵，
這樣作法可行嗎？
還是現在就試著調整看看？
主要是在想目前連續兩餐副食品又有補奶，
雖然寶寶都吃完喝完，
但會不會其實他很撐？
怕對寶寶是一種負擔…
（媽媽自己腦補）
（加上有幾次沒有給第二次副食，
結果寶寶還是只喝了150就不喝了）

3.加碼問個非關飲食的問題，
就是寶寶自從4個多月會翻身之後，
晚上的長睡眠有時會翻身成跪姿，
有時可能姿勢不順不好睡，
唉唉叫+動來動去，但沒有醒來，
幫他翻回仰躺後，自己會轉側姿繼續睡，
幾乎都是11點開始循環…
一個晚上來個567次…
以為是餓了，
但塞奶嘴或是幫喬好睡姿後又沒事了，
所以應該不是餓吧？！

以上向各位大大請益了，感謝！


"
[寶寶] 8M奶及副食品調整請益,https://www.ptt.cc/bbs/BabyMother/M.1639388726.A.3FC.html,mandy0215 (以詩歌和春光佐茶),，這副食品量我最多補90～120,"作者mandy0215 (以詩歌和春光佐茶)看板BabyMother標題[寶寶] 8M奶及副食品調整請益時間Mon Dec 13 17:45:24 2021
文長

寶寶目前剛滿8個月，體重9.3kg，副食品食慾說不上好或不好，但他似乎也沒有厭奶（配方
奶）的跡象，目前作息如下：

06:30 奶 210-240
小睡1h
10:30 副食品 120-130
11:00 補奶150-170
小睡1h
14:30 副食品 120-130（有時會剩一點點）
15:00 補奶150-170
沒有小睡或有小睡30分鐘
19:30 奶210-240
20:00 長睡

目前育嬰留停，即將在1月復職，
所以有一些想法跟調整想跟各位請益：

1.這月齡似乎該改成三奶兩副，
想說是否10點半的副食品加量至150，
然後把原先的補奶奶量遞減？
或是先試試看直接不補奶，真討奶再給？

2.之後會由保姆餵食一次副食（午餐），
所以想把第二次的副食改晚上再餵，
這樣作法可行嗎？
還是現在就試著調整看看？
主要是在想目前連續兩餐副食品又有補奶，
雖然寶寶都吃完喝完，
但會不會其實他很撐？
怕對寶寶是一種負擔…
（媽媽自己腦補）
（加上有幾次沒有給第二次副食，
結果寶寶還是只喝了150就不喝了）

3.加碼問個非關飲食的問題，
就是寶寶自從4個多月會翻身之後，
晚上的長睡眠有時會翻身成跪姿，
有時可能姿勢不順不好睡，
唉唉叫+動來動去，但沒有醒來，
幫他翻回仰躺後，自己會轉側姿繼續睡，
幾乎都是11點開始循環…
一個晚上來個567次…
以為是餓了，
但塞奶嘴或是幫喬好睡姿後又沒事了，
所以應該不是餓吧？！

以上向各位大大請益了，感謝！


"
[寶寶] 8M奶及副食品調整請益,https://www.ptt.cc/bbs/BabyMother/M.1639388726.A.3FC.html,mandy0215 (以詩歌和春光佐茶),先給副食品150不補奶 提早餓才補一點撐到下一餐,"作者mandy0215 (以詩歌和春光佐茶)看板BabyMother標題[寶寶] 8M奶及副食品調整請益時間Mon Dec 13 17:45:24 2021
文長

寶寶目前剛滿8個月，體重9.3kg，副食品食慾說不上好或不好，但他似乎也沒有厭奶（配方
奶）的跡象，目前作息如下：

06:30 奶 210-240
小睡1h
10:30 副食品 120-130
11:00 補奶150-170
小睡1h
14:30 副食品 120-130（有時會剩一點點）
15:00 補奶150-170
沒有小睡或有小睡30分鐘
19:30 奶210-240
20:00 長睡

目前育嬰留停，即將在1月復職，
所以有一些想法跟調整想跟各位請益：

1.這月齡似乎該改成三奶兩副，
想說是否10點半的副食品加量至150，
然後把原先的補奶奶量遞減？
或是先試試看直接不補奶，真討奶再給？

2.之後會由保姆餵食一次副食（午餐），
所以想把第二次的副食改晚上再餵，
這樣作法可行嗎？
還是現在就試著調整看看？
主要是在想目前連續兩餐副食品又有補奶，
雖然寶寶都吃完喝完，
但會不會其實他很撐？
怕對寶寶是一種負擔…
（媽媽自己腦補）
（加上有幾次沒有給第二次副食，
結果寶寶還是只喝了150就不喝了）

3.加碼問個非關飲食的問題，
就是寶寶自從4個多月會翻身之後，
晚上的長睡眠有時會翻身成跪姿，
有時可能姿勢不順不好睡，
唉唉叫+動來動去，但沒有醒來，
幫他翻回仰躺後，自己會轉側姿繼續睡，
幾乎都是11點開始循環…
一個晚上來個567次…
以為是餓了，
但塞奶嘴或是幫喬好睡姿後又沒事了，
所以應該不是餓吧？！

以上向各位大大請益了，感謝！


"
[寶寶] 8M奶及副食品調整請益,https://www.ptt.cc/bbs/BabyMother/M.1639388726.A.3FC.html,mandy0215 (以詩歌和春光佐茶),作息跟保姆討論一下 之後要練習吃三餐配合大人作息,"作者mandy0215 (以詩歌和春光佐茶)看板BabyMother標題[寶寶] 8M奶及副食品調整請益時間Mon Dec 13 17:45:24 2021
文長

寶寶目前剛滿8個月，體重9.3kg，副食品食慾說不上好或不好，但他似乎也沒有厭奶（配方
奶）的跡象，目前作息如下：

06:30 奶 210-240
小睡1h
10:30 副食品 120-130
11:00 補奶150-170
小睡1h
14:30 副食品 120-130（有時會剩一點點）
15:00 補奶150-170
沒有小睡或有小睡30分鐘
19:30 奶210-240
20:00 長睡

目前育嬰留停，即將在1月復職，
所以有一些想法跟調整想跟各位請益：

1.這月齡似乎該改成三奶兩副，
想說是否10點半的副食品加量至150，
然後把原先的補奶奶量遞減？
或是先試試看直接不補奶，真討奶再給？

2.之後會由保姆餵食一次副食（午餐），
所以想把第二次的副食改晚上再餵，
這樣作法可行嗎？
還是現在就試著調整看看？
主要是在想目前連續兩餐副食品又有補奶，
雖然寶寶都吃完喝完，
但會不會其實他很撐？
怕對寶寶是一種負擔…
（媽媽自己腦補）
（加上有幾次沒有給第二次副食，
結果寶寶還是只喝了150就不喝了）

3.加碼問個非關飲食的問題，
就是寶寶自從4個多月會翻身之後，
晚上的長睡眠有時會翻身成跪姿，
有時可能姿勢不順不好睡，
唉唉叫+動來動去，但沒有醒來，
幫他翻回仰躺後，自己會轉側姿繼續睡，
幾乎都是11點開始循環…
一個晚上來個567次…
以為是餓了，
但塞奶嘴或是幫喬好睡姿後又沒事了，
所以應該不是餓吧？！

以上向各位大大請益了，感謝！


"
[寶寶] 7m奶及副食品夜奶請益,https://www.ptt.cc/bbs/BabyMother/M.1639392092.A.20C.html,lovedc520 (偉甄),副食品2的內容？,"作者lovedc520 (偉甄)看板BabyMother標題[寶寶] 7m奶及副食品夜奶請益時間Mon Dec 13 18:41:30 2021
女寶目前7m15d體重8.2kg

作息表如下 目前三奶二副一夜奶
6:30-7:30起床
8:00奶1(泡180ml 通常只願意喝150ml)
10:30 小睡1 (1-1.5小時)
12:00 副食品1(150g)
13:00 洗澡
14:00 奶2(泡150ml通常只願意喝80-100ml)
15:00 小睡2 （1.5小時）
17:00 副食品2(150g)
19:30 睡前奶和睡眠儀式(泡210ml 通常喝170-180ml)
20:00 長睡眠開始

寶寶食量一直不大，都不是很愛喝奶，不加夜奶的話，一天總奶量只有約400ml。所以有
盡力再多給副食品，只是目前一餐也只願意吃150g左右。副食品的內容物是用高湯煮的五
倍粥，一種肉類或魚類配兩種蔬菜，也有買市售的寶寶粥混著吃。
寶寶會自行入睡，但一直以來都約凌晨4.5點起來討奶，近期提早1:30-2:30起來討奶，都
喝150-180ml，通常喝完會直接繼續睡，有幾次只泡120，但寶寶喝完不睡，最後補奶60才
睡著。
想請問目前還持續有夜奶是不是就是熱量不夠？
有什麼方法可以戒掉夜奶呢？
請問餵食的作息及量有建議如何調整呢？
謝謝各位爸爸媽媽！

"
[寶寶] 7m奶及副食品夜奶請益,https://www.ptt.cc/bbs/BabyMother/M.1639392092.A.20C.html,lovedc520 (偉甄),可以多陪孩子爬玩，副食品量提升，熱量就會夠了,"作者lovedc520 (偉甄)看板BabyMother標題[寶寶] 7m奶及副食品夜奶請益時間Mon Dec 13 18:41:30 2021
女寶目前7m15d體重8.2kg

作息表如下 目前三奶二副一夜奶
6:30-7:30起床
8:00奶1(泡180ml 通常只願意喝150ml)
10:30 小睡1 (1-1.5小時)
12:00 副食品1(150g)
13:00 洗澡
14:00 奶2(泡150ml通常只願意喝80-100ml)
15:00 小睡2 （1.5小時）
17:00 副食品2(150g)
19:30 睡前奶和睡眠儀式(泡210ml 通常喝170-180ml)
20:00 長睡眠開始

寶寶食量一直不大，都不是很愛喝奶，不加夜奶的話，一天總奶量只有約400ml。所以有
盡力再多給副食品，只是目前一餐也只願意吃150g左右。副食品的內容物是用高湯煮的五
倍粥，一種肉類或魚類配兩種蔬菜，也有買市售的寶寶粥混著吃。
寶寶會自行入睡，但一直以來都約凌晨4.5點起來討奶，近期提早1:30-2:30起來討奶，都
喝150-180ml，通常喝完會直接繼續睡，有幾次只泡120，但寶寶喝完不睡，最後補奶60才
睡著。
想請問目前還持續有夜奶是不是就是熱量不夠？
有什麼方法可以戒掉夜奶呢？
請問餵食的作息及量有建議如何調整呢？
謝謝各位爸爸媽媽！

"
[寶寶] 7m奶及副食品夜奶請益,https://www.ptt.cc/bbs/BabyMother/M.1639392092.A.20C.html,lovedc520 (偉甄),其實體重還好呀，還不是後段班,"作者lovedc520 (偉甄)看板BabyMother標題[寶寶] 7m奶及副食品夜奶請益時間Mon Dec 13 18:41:30 2021
女寶目前7m15d體重8.2kg

作息表如下 目前三奶二副一夜奶
6:30-7:30起床
8:00奶1(泡180ml 通常只願意喝150ml)
10:30 小睡1 (1-1.5小時)
12:00 副食品1(150g)
13:00 洗澡
14:00 奶2(泡150ml通常只願意喝80-100ml)
15:00 小睡2 （1.5小時）
17:00 副食品2(150g)
19:30 睡前奶和睡眠儀式(泡210ml 通常喝170-180ml)
20:00 長睡眠開始

寶寶食量一直不大，都不是很愛喝奶，不加夜奶的話，一天總奶量只有約400ml。所以有
盡力再多給副食品，只是目前一餐也只願意吃150g左右。副食品的內容物是用高湯煮的五
倍粥，一種肉類或魚類配兩種蔬菜，也有買市售的寶寶粥混著吃。
寶寶會自行入睡，但一直以來都約凌晨4.5點起來討奶，近期提早1:30-2:30起來討奶，都
喝150-180ml，通常喝完會直接繼續睡，有幾次只泡120，但寶寶喝完不睡，最後補奶60才
睡著。
想請問目前還持續有夜奶是不是就是熱量不夠？
有什麼方法可以戒掉夜奶呢？
請問餵食的作息及量有建議如何調整呢？
謝謝各位爸爸媽媽！

"
[寶寶] 7m奶及副食品夜奶請益,https://www.ptt.cc/bbs/BabyMother/M.1639392092.A.20C.html,lovedc520 (偉甄),我覺得副食品算滿多了欸,"作者lovedc520 (偉甄)看板BabyMother標題[寶寶] 7m奶及副食品夜奶請益時間Mon Dec 13 18:41:30 2021
女寶目前7m15d體重8.2kg

作息表如下 目前三奶二副一夜奶
6:30-7:30起床
8:00奶1(泡180ml 通常只願意喝150ml)
10:30 小睡1 (1-1.5小時)
12:00 副食品1(150g)
13:00 洗澡
14:00 奶2(泡150ml通常只願意喝80-100ml)
15:00 小睡2 （1.5小時）
17:00 副食品2(150g)
19:30 睡前奶和睡眠儀式(泡210ml 通常喝170-180ml)
20:00 長睡眠開始

寶寶食量一直不大，都不是很愛喝奶，不加夜奶的話，一天總奶量只有約400ml。所以有
盡力再多給副食品，只是目前一餐也只願意吃150g左右。副食品的內容物是用高湯煮的五
倍粥，一種肉類或魚類配兩種蔬菜，也有買市售的寶寶粥混著吃。
寶寶會自行入睡，但一直以來都約凌晨4.5點起來討奶，近期提早1:30-2:30起來討奶，都
喝150-180ml，通常喝完會直接繼續睡，有幾次只泡120，但寶寶喝完不睡，最後補奶60才
睡著。
想請問目前還持續有夜奶是不是就是熱量不夠？
有什麼方法可以戒掉夜奶呢？
請問餵食的作息及量有建議如何調整呢？
謝謝各位爸爸媽媽！

"
[寶寶] 7m奶及副食品夜奶請益,https://www.ptt.cc/bbs/BabyMother/M.1639392092.A.20C.html,lovedc520 (偉甄),體重也算ok啊,"作者lovedc520 (偉甄)看板BabyMother標題[寶寶] 7m奶及副食品夜奶請益時間Mon Dec 13 18:41:30 2021
女寶目前7m15d體重8.2kg

作息表如下 目前三奶二副一夜奶
6:30-7:30起床
8:00奶1(泡180ml 通常只願意喝150ml)
10:30 小睡1 (1-1.5小時)
12:00 副食品1(150g)
13:00 洗澡
14:00 奶2(泡150ml通常只願意喝80-100ml)
15:00 小睡2 （1.5小時）
17:00 副食品2(150g)
19:30 睡前奶和睡眠儀式(泡210ml 通常喝170-180ml)
20:00 長睡眠開始

寶寶食量一直不大，都不是很愛喝奶，不加夜奶的話，一天總奶量只有約400ml。所以有
盡力再多給副食品，只是目前一餐也只願意吃150g左右。副食品的內容物是用高湯煮的五
倍粥，一種肉類或魚類配兩種蔬菜，也有買市售的寶寶粥混著吃。
寶寶會自行入睡，但一直以來都約凌晨4.5點起來討奶，近期提早1:30-2:30起來討奶，都
喝150-180ml，通常喝完會直接繼續睡，有幾次只泡120，但寶寶喝完不睡，最後補奶60才
睡著。
想請問目前還持續有夜奶是不是就是熱量不夠？
有什麼方法可以戒掉夜奶呢？
請問餵食的作息及量有建議如何調整呢？
謝謝各位爸爸媽媽！

"
[寶寶] 7m奶及副食品夜奶請益,https://www.ptt.cc/bbs/BabyMother/M.1639392092.A.20C.html,lovedc520 (偉甄),可以搜尋inonat寶寶睡眠先看部落格文章參考看看,"作者lovedc520 (偉甄)看板BabyMother標題[寶寶] 7m奶及副食品夜奶請益時間Mon Dec 13 18:41:30 2021
女寶目前7m15d體重8.2kg

作息表如下 目前三奶二副一夜奶
6:30-7:30起床
8:00奶1(泡180ml 通常只願意喝150ml)
10:30 小睡1 (1-1.5小時)
12:00 副食品1(150g)
13:00 洗澡
14:00 奶2(泡150ml通常只願意喝80-100ml)
15:00 小睡2 （1.5小時）
17:00 副食品2(150g)
19:30 睡前奶和睡眠儀式(泡210ml 通常喝170-180ml)
20:00 長睡眠開始

寶寶食量一直不大，都不是很愛喝奶，不加夜奶的話，一天總奶量只有約400ml。所以有
盡力再多給副食品，只是目前一餐也只願意吃150g左右。副食品的內容物是用高湯煮的五
倍粥，一種肉類或魚類配兩種蔬菜，也有買市售的寶寶粥混著吃。
寶寶會自行入睡，但一直以來都約凌晨4.5點起來討奶，近期提早1:30-2:30起來討奶，都
喝150-180ml，通常喝完會直接繼續睡，有幾次只泡120，但寶寶喝完不睡，最後補奶60才
睡著。
想請問目前還持續有夜奶是不是就是熱量不夠？
有什麼方法可以戒掉夜奶呢？
請問餵食的作息及量有建議如何調整呢？
謝謝各位爸爸媽媽！

"
